,origin,destination,treq,tdep,ttrav,tarr,tdrop,dist,pax_id,platform
458,1655770267,46403261,2020-10-02 09:16:32.198411,,0 days 00:54:39.000000000,2020-10-02 10:11:11.198411,,3279,458,0
398,1042870353,46319977,2020-10-02 09:16:36.198411,,0 days 00:22:48.000000000,2020-10-02 09:39:24.198411,,1368,398,0
1018,452003283,2297714226,2020-10-02 09:16:46.198411,,0 days 00:20:11.000000000,2020-10-02 09:36:57.198411,,1211,1018,0
1299,46442085,3297465151,2020-10-02 09:16:46.198411,,0 days 00:57:26.000000000,2020-10-02 10:14:12.198411,,3446,1299,0
1332,1976785434,46448148,2020-10-02 09:16:49.198411,,0 days 01:23:52.000000000,2020-10-02 10:40:41.198411,,5032,1332,0
2862,46479062,6653637020,2020-10-02 09:16:54.198411,,0 days 01:58:49.000000000,2020-10-02 11:15:43.198411,,7129,2862,0
2236,46398148,2482775450,2020-10-02 09:16:59.198411,,0 days 00:49:45.000000000,2020-10-02 10:06:44.198411,,2985,2236,0
2257,46358114,46426217,2020-10-02 09:17:01.198411,,0 days 00:57:43.000000000,2020-10-02 10:14:44.198411,,3463,2257,0
750,46273402,2020569209,2020-10-02 09:17:09.198411,,0 days 01:43:17.000000000,2020-10-02 11:00:26.198411,,6197,750,0
2704,46398982,3412535141,2020-10-02 09:17:09.198411,,0 days 00:31:41.000000000,2020-10-02 09:48:50.198411,,1901,2704,0
2381,46277066,46359383,2020-10-02 09:17:12.198411,,0 days 01:30:38.000000000,2020-10-02 10:47:50.198411,,5438,2381,0
1265,46355782,46365716,2020-10-02 09:17:18.198411,,0 days 01:33:14.000000000,2020-10-02 10:50:32.198411,,5594,1265,0
235,7638757810,46309537,2020-10-02 09:17:19.198411,,0 days 01:30:02.000000000,2020-10-02 10:47:21.198411,,5402,235,0
461,46544677,46423248,2020-10-02 09:17:22.198411,,0 days 02:49:37.000000000,2020-10-02 12:06:59.198411,,10177,461,0
2184,46209411,7191688886,2020-10-02 09:17:23.198411,,0 days 01:59:05.000000000,2020-10-02 11:16:28.198411,,7145,2184,0
352,46268895,46291478,2020-10-02 09:17:27.198411,,0 days 00:19:05.000000000,2020-10-02 09:36:32.198411,,1145,352,0
1387,3185290420,46438252,2020-10-02 09:17:45.198411,,0 days 00:26:51.000000000,2020-10-02 09:44:36.198411,,1611,1387,0
936,46290738,46436308,2020-10-02 09:17:46.198411,,0 days 01:27:10.000000000,2020-10-02 10:44:56.198411,,5230,936,0
645,46309996,6841232269,2020-10-02 09:17:54.198411,,0 days 01:08:39.000000000,2020-10-02 10:26:33.198411,,4119,645,0
3040,3546012193,46440061,2020-10-02 09:17:54.198411,,0 days 01:16:22.000000000,2020-10-02 10:34:16.198411,,4582,3040,0
630,46463220,46340772,2020-10-02 09:18:03.198411,,0 days 01:31:55.000000000,2020-10-02 10:49:58.198411,,5515,630,0
137,46278724,1256560350,2020-10-02 09:18:03.198411,,0 days 01:28:31.000000000,2020-10-02 10:46:34.198411,,5311,137,0
2832,46318572,2298641921,2020-10-02 09:18:05.198411,,0 days 01:48:51.000000000,2020-10-02 11:06:56.198411,,6531,2832,0
1496,5137410225,3792707522,2020-10-02 09:18:10.198411,,0 days 02:20:36.000000000,2020-10-02 11:38:46.198411,,8436,1496,0
1449,46419150,46365684,2020-10-02 09:18:13.198411,,0 days 00:33:55.000000000,2020-10-02 09:52:08.198411,,2035,1449,0
1236,7602862348,46397480,2020-10-02 09:18:14.198411,,0 days 00:22:08.000000000,2020-10-02 09:40:22.198411,,1328,1236,0
2271,7563342678,6949114037,2020-10-02 09:18:14.198411,,0 days 01:20:23.000000000,2020-10-02 10:38:37.198411,,4823,2271,0
1123,6542548105,297095272,2020-10-02 09:18:18.198411,,0 days 00:26:01.000000000,2020-10-02 09:44:19.198411,,1561,1123,0
1704,343262180,46448842,2020-10-02 09:18:21.198411,,0 days 01:33:22.000000000,2020-10-02 10:51:43.198411,,5602,1704,0
1934,46370539,46290677,2020-10-02 09:18:31.198411,,0 days 01:01:55.000000000,2020-10-02 10:20:26.198411,,3715,1934,0
2923,46347456,46238660,2020-10-02 09:18:34.198411,,0 days 01:33:49.000000000,2020-10-02 10:52:23.198411,,5629,2923,0
1130,5830440708,46376975,2020-10-02 09:18:35.198411,,0 days 01:03:33.000000000,2020-10-02 10:22:08.198411,,3813,1130,0
1360,46371324,46372608,2020-10-02 09:18:35.198411,,0 days 02:02:53.000000000,2020-10-02 11:21:28.198411,,7373,1360,0
1084,46448381,2993668859,2020-10-02 09:18:37.198411,,0 days 00:49:19.000000000,2020-10-02 10:07:56.198411,,2959,1084,0
1559,46267324,46347682,2020-10-02 09:18:50.198411,,0 days 00:56:44.000000000,2020-10-02 10:15:34.198411,,3404,1559,0
823,5142612141,2774989829,2020-10-02 09:18:54.198411,,0 days 00:26:55.000000000,2020-10-02 09:45:49.198411,,1615,823,0
2044,504575982,7230058492,2020-10-02 09:18:56.198411,,0 days 00:54:45.000000000,2020-10-02 10:13:41.198411,,3285,2044,0
2270,46360267,46404263,2020-10-02 09:18:56.198411,,0 days 00:30:21.000000000,2020-10-02 09:49:17.198411,,1821,2270,0
1382,1412414803,46425405,2020-10-02 09:18:59.198411,,0 days 02:43:48.000000000,2020-10-02 12:02:47.198411,,9828,1382,0
2145,46346389,2298641937,2020-10-02 09:19:04.198411,,0 days 00:29:08.000000000,2020-10-02 09:48:12.198411,,1748,2145,0
2763,46528597,46413765,2020-10-02 09:19:10.198411,,0 days 01:24:26.000000000,2020-10-02 10:43:36.198411,,5066,2763,0
1851,46333493,46429658,2020-10-02 09:19:11.198411,,0 days 02:11:49.000000000,2020-10-02 11:31:00.198411,,7909,1851,0
326,2599727053,46366452,2020-10-02 09:19:18.198411,,0 days 01:11:13.000000000,2020-10-02 10:30:31.198411,,4273,326,0
3009,46265956,3214953956,2020-10-02 09:19:26.198411,,0 days 01:04:06.000000000,2020-10-02 10:23:32.198411,,3846,3009,0
1708,46388899,7602619093,2020-10-02 09:19:33.198411,,0 days 00:10:44.000000000,2020-10-02 09:30:17.198411,,644,1708,0
3074,1715224328,46271731,2020-10-02 09:19:34.198411,,0 days 02:06:02.000000000,2020-10-02 11:25:36.198411,,7562,3074,0
2424,46426633,46386454,2020-10-02 09:19:37.198411,,0 days 01:11:00.000000000,2020-10-02 10:30:37.198411,,4260,2424,0
405,5873985105,46402974,2020-10-02 09:19:38.198411,,0 days 00:29:05.000000000,2020-10-02 09:48:43.198411,,1745,405,0
134,1998738682,46289805,2020-10-02 09:19:40.198411,,0 days 01:02:26.000000000,2020-10-02 10:22:06.198411,,3746,134,0
1803,46528962,46312775,2020-10-02 09:19:47.198411,,0 days 02:55:45.000000000,2020-10-02 12:15:32.198411,,10545,1803,0
1693,46285989,46466587,2020-10-02 09:19:52.198411,,0 days 01:40:06.000000000,2020-10-02 10:59:58.198411,,6006,1693,0
1320,6659220705,46384645,2020-10-02 09:19:56.198411,,0 days 01:18:36.000000000,2020-10-02 10:38:32.198411,,4716,1320,0
2391,46389778,175661623,2020-10-02 09:20:06.198411,,0 days 00:30:06.000000000,2020-10-02 09:50:12.198411,,1806,2391,0
1690,46416652,297095273,2020-10-02 09:20:07.198411,,0 days 00:17:27.000000000,2020-10-02 09:37:34.198411,,1047,1690,0
946,46399891,46388341,2020-10-02 09:20:11.198411,,0 days 00:26:43.000000000,2020-10-02 09:46:54.198411,,1603,946,0
901,46268895,274971314,2020-10-02 09:20:20.198411,,0 days 01:56:43.000000000,2020-10-02 11:17:03.198411,,7003,901,0
484,46432833,304811918,2020-10-02 09:20:20.198411,,0 days 00:54:34.000000000,2020-10-02 10:14:54.198411,,3274,484,0
1817,46343533,46431088,2020-10-02 09:20:20.198411,,0 days 00:43:21.000000000,2020-10-02 10:03:41.198411,,2601,1817,0
1746,6185791680,5899675531,2020-10-02 09:20:23.198411,,0 days 00:51:32.000000000,2020-10-02 10:11:55.198411,,3092,1746,0
670,7066536826,297095277,2020-10-02 09:20:26.198411,,0 days 00:48:27.000000000,2020-10-02 10:08:53.198411,,2907,670,0
1068,46279939,46386453,2020-10-02 09:20:31.198411,,0 days 01:16:50.000000000,2020-10-02 10:37:21.198411,,4610,1068,0
2882,282780452,46271334,2020-10-02 09:20:32.198411,,0 days 00:37:31.000000000,2020-10-02 09:58:03.198411,,2251,2882,0
1247,46309910,46448678,2020-10-02 09:20:34.198411,,0 days 01:31:34.000000000,2020-10-02 10:52:08.198411,,5494,1247,0
1733,46472650,2877620938,2020-10-02 09:20:35.198411,,0 days 02:51:08.000000000,2020-10-02 12:11:43.198411,,10268,1733,0
55,5420805380,330199508,2020-10-02 09:20:40.198411,,0 days 03:18:12.000000000,2020-10-02 12:38:52.198411,,11892,55,0
2757,46334874,5830440704,2020-10-02 09:20:45.198411,,0 days 00:26:48.000000000,2020-10-02 09:47:33.198411,,1608,2757,0
2267,46325296,46386453,2020-10-02 09:20:55.198411,,0 days 00:38:38.000000000,2020-10-02 09:59:33.198411,,2318,2267,0
2282,6659252458,4624053878,2020-10-02 09:20:59.198411,,0 days 00:58:23.000000000,2020-10-02 10:19:22.198411,,3503,2282,0
2333,46359491,46310737,2020-10-02 09:21:09.198411,,0 days 00:34:33.000000000,2020-10-02 09:55:42.198411,,2073,2333,0
574,46400246,46356117,2020-10-02 09:21:27.198411,,0 days 00:38:40.000000000,2020-10-02 10:00:07.198411,,2320,574,0
2316,1278624626,46421375,2020-10-02 09:21:31.198411,,0 days 01:37:04.000000000,2020-10-02 10:58:35.198411,,5824,2316,0
184,46415826,46421259,2020-10-02 09:21:33.198411,,0 days 00:04:41.000000000,2020-10-02 09:26:14.198411,,281,184,0
1013,46399374,2772719483,2020-10-02 09:21:36.198411,,0 days 00:05:16.000000000,2020-10-02 09:26:52.198411,,316,1013,0
2652,5827460190,1069320430,2020-10-02 09:21:47.198411,,0 days 00:46:44.000000000,2020-10-02 10:08:31.198411,,2804,2652,0
2498,2020569044,2309524191,2020-10-02 09:21:48.198411,,0 days 00:25:13.000000000,2020-10-02 09:47:01.198411,,1513,2498,0
1058,46292084,46360978,2020-10-02 09:21:49.198411,,0 days 00:53:03.000000000,2020-10-02 10:14:52.198411,,3183,1058,0
2612,46350879,46408004,2020-10-02 09:21:55.198411,,0 days 01:23:27.000000000,2020-10-02 10:45:22.198411,,5007,2612,0
2019,46415905,46361994,2020-10-02 09:22:08.198411,,0 days 00:44:27.000000000,2020-10-02 10:06:35.198411,,2667,2019,0
2293,46307676,46433913,2020-10-02 09:22:08.198411,,0 days 01:43:07.000000000,2020-10-02 11:05:15.198411,,6187,2293,0
2948,3294630385,46395870,2020-10-02 09:22:15.198411,,0 days 01:30:29.000000000,2020-10-02 10:52:44.198411,,5429,2948,0
815,1577788575,46433317,2020-10-02 09:22:29.198411,,0 days 02:30:04.000000000,2020-10-02 11:52:33.198411,,9004,815,0
2368,46338837,46382632,2020-10-02 09:22:32.198411,,0 days 01:07:49.000000000,2020-10-02 10:30:21.198411,,4069,2368,0
2330,46323085,46299218,2020-10-02 09:22:33.198411,,0 days 00:56:05.000000000,2020-10-02 10:18:38.198411,,3365,2330,0
2865,46452951,2296494806,2020-10-02 09:22:35.198411,,0 days 00:29:18.000000000,2020-10-02 09:51:53.198411,,1758,2865,0
46,434504335,46418111,2020-10-02 09:22:36.198411,,0 days 02:36:10.000000000,2020-10-02 11:58:46.198411,,9370,46,0
610,46424280,46400374,2020-10-02 09:22:38.198411,,0 days 01:04:08.000000000,2020-10-02 10:26:46.198411,,3848,610,0
9,46410554,46401214,2020-10-02 09:22:39.198411,,0 days 00:15:12.000000000,2020-10-02 09:37:51.198411,,912,9,0
3023,2298641934,46329409,2020-10-02 09:22:48.198411,,0 days 01:05:49.000000000,2020-10-02 10:28:37.198411,,3949,3023,0
2644,46244888,1976839590,2020-10-02 09:22:49.198411,,0 days 00:39:21.000000000,2020-10-02 10:02:10.198411,,2361,2644,0
1639,295730931,3411610216,2020-10-02 09:22:49.198411,,0 days 01:03:38.000000000,2020-10-02 10:26:27.198411,,3818,1639,0
2539,797987492,1318851540,2020-10-02 09:22:53.198411,,0 days 01:53:12.000000000,2020-10-02 11:16:05.198411,,6792,2539,0
1259,2899903558,287776239,2020-10-02 09:22:57.198411,,0 days 00:58:04.000000000,2020-10-02 10:21:01.198411,,3484,1259,0
2637,6933164026,46365598,2020-10-02 09:23:00.198411,,0 days 00:38:32.000000000,2020-10-02 10:01:32.198411,,2312,2637,0
1893,46418536,46458123,2020-10-02 09:23:01.198411,,0 days 00:59:29.000000000,2020-10-02 10:22:30.198411,,3569,1893,0
1514,46336292,46402405,2020-10-02 09:23:05.198411,,0 days 01:16:25.000000000,2020-10-02 10:39:30.198411,,4585,1514,0
3167,46319024,2311111527,2020-10-02 09:23:23.198411,,0 days 01:23:12.000000000,2020-10-02 10:46:35.198411,,4992,3167,0
1951,7126072907,46423432,2020-10-02 09:23:35.198411,,0 days 03:04:46.000000000,2020-10-02 12:28:21.198411,,11086,1951,0
2212,3923400536,2020568929,2020-10-02 09:23:36.198411,,0 days 01:00:34.000000000,2020-10-02 10:24:10.198411,,3634,2212,0
859,372972696,46398234,2020-10-02 09:23:45.198411,,0 days 02:31:26.000000000,2020-10-02 11:55:11.198411,,9086,859,0
1553,46404788,46367561,2020-10-02 09:23:47.198411,,0 days 01:49:17.000000000,2020-10-02 11:13:04.198411,,6557,1553,0
2955,46438694,46391320,2020-10-02 09:23:51.198411,,0 days 00:21:53.000000000,2020-10-02 09:45:44.198411,,1313,2955,0
1409,1029673119,46399103,2020-10-02 09:23:59.198411,,0 days 00:50:48.000000000,2020-10-02 10:14:47.198411,,3048,1409,0
2109,46514542,46358447,2020-10-02 09:24:01.198411,,0 days 01:48:02.000000000,2020-10-02 11:12:03.198411,,6482,2109,0
1638,7042617202,2311090708,2020-10-02 09:24:02.198411,,0 days 00:27:58.000000000,2020-10-02 09:52:00.198411,,1678,1638,0
1463,3923400538,46273529,2020-10-02 09:24:03.198411,,0 days 02:08:23.000000000,2020-10-02 11:32:26.198411,,7703,1463,0
2599,7883254372,2020569044,2020-10-02 09:24:03.198411,,0 days 01:38:11.000000000,2020-10-02 11:02:14.198411,,5891,2599,0
2712,46407437,5413897223,2020-10-02 09:24:08.198411,,0 days 01:32:10.000000000,2020-10-02 10:56:18.198411,,5530,2712,0
2810,3926140288,46374276,2020-10-02 09:24:08.198411,,0 days 01:14:15.000000000,2020-10-02 10:38:23.198411,,4455,2810,0
261,7191938580,1587126027,2020-10-02 09:24:09.198411,,0 days 01:28:47.000000000,2020-10-02 10:52:56.198411,,5327,261,0
2149,46424767,297095258,2020-10-02 09:24:17.198411,,0 days 00:57:15.000000000,2020-10-02 10:21:32.198411,,3435,2149,0
1129,46497863,46387274,2020-10-02 09:24:19.198411,,0 days 02:55:11.000000000,2020-10-02 12:19:30.198411,,10511,1129,0
1102,6103940691,46390410,2020-10-02 09:24:21.198411,,0 days 01:24:59.000000000,2020-10-02 10:49:20.198411,,5099,1102,0
1402,175661644,3185290420,2020-10-02 09:24:26.198411,,0 days 00:19:34.000000000,2020-10-02 09:44:00.198411,,1174,1402,0
626,46321543,1587126020,2020-10-02 09:24:28.198411,,0 days 01:59:43.000000000,2020-10-02 11:24:11.198411,,7183,626,0
2796,420241723,90098482,2020-10-02 09:24:28.198411,,0 days 02:25:04.000000000,2020-10-02 11:49:32.198411,,8704,2796,0
1055,1166908628,1069320429,2020-10-02 09:24:30.198411,,0 days 03:07:09.000000000,2020-10-02 12:31:39.198411,,11229,1055,0
1786,46462483,3958865871,2020-10-02 09:24:35.198411,,0 days 02:30:11.000000000,2020-10-02 11:54:46.198411,,9011,1786,0
1806,46398690,46425658,2020-10-02 09:24:40.198411,,0 days 00:19:42.000000000,2020-10-02 09:44:22.198411,,1182,1806,0
1861,46290739,46473054,2020-10-02 09:24:48.198411,,0 days 01:49:08.000000000,2020-10-02 11:13:56.198411,,6548,1861,0
2574,46352955,46373402,2020-10-02 09:24:57.198411,,0 days 00:46:58.000000000,2020-10-02 10:11:55.198411,,2818,2574,0
377,46400700,451707335,2020-10-02 09:25:02.198411,,0 days 01:17:09.000000000,2020-10-02 10:42:11.198411,,4629,377,0
529,46397989,2308176052,2020-10-02 09:25:03.198411,,0 days 00:34:34.000000000,2020-10-02 09:59:37.198411,,2074,529,0
1748,2306196651,46405594,2020-10-02 09:25:11.198411,,0 days 00:29:29.000000000,2020-10-02 09:54:40.198411,,1769,1748,0
1807,46366182,1256560350,2020-10-02 09:25:25.198411,,0 days 00:58:09.000000000,2020-10-02 10:23:34.198411,,3489,1807,0
722,46282543,46283584,2020-10-02 09:25:29.198411,,0 days 01:05:33.000000000,2020-10-02 10:31:02.198411,,3933,722,0
2728,46310183,46380734,2020-10-02 09:25:48.198411,,0 days 01:35:40.000000000,2020-10-02 11:01:28.198411,,5740,2728,0
1498,2012191844,46281618,2020-10-02 09:25:48.198411,,0 days 00:55:51.000000000,2020-10-02 10:21:39.198411,,3351,1498,0
2052,46395415,297095264,2020-10-02 09:25:52.198411,,0 days 01:17:44.000000000,2020-10-02 10:43:36.198411,,4664,2052,0
1522,506965966,415961034,2020-10-02 09:25:54.198411,,0 days 00:47:40.000000000,2020-10-02 10:13:34.198411,,2860,1522,0
2163,46422654,4336924181,2020-10-02 09:25:59.198411,,0 days 00:59:45.000000000,2020-10-02 10:25:44.198411,,3585,2163,0
1036,46365720,46388842,2020-10-02 09:26:03.198411,,0 days 00:23:21.000000000,2020-10-02 09:49:24.198411,,1401,1036,0
1959,3296689770,46419942,2020-10-02 09:26:05.198411,,0 days 01:19:46.000000000,2020-10-02 10:45:51.198411,,4786,1959,0
56,46469247,271391422,2020-10-02 09:26:08.198411,,0 days 02:29:36.000000000,2020-10-02 11:55:44.198411,,8976,56,0
1290,1069290032,46362280,2020-10-02 09:26:11.198411,,0 days 00:14:03.000000000,2020-10-02 09:40:14.198411,,843,1290,0
1244,6129443325,46311654,2020-10-02 09:26:12.198411,,0 days 01:24:12.000000000,2020-10-02 10:50:24.198411,,5052,1244,0
2108,1577377342,46375508,2020-10-02 09:26:13.198411,,0 days 01:13:47.000000000,2020-10-02 10:40:00.198411,,4427,2108,0
968,46305299,46434377,2020-10-02 09:26:27.198411,,0 days 01:28:28.000000000,2020-10-02 10:54:55.198411,,5308,968,0
1680,46401740,46384251,2020-10-02 09:26:35.198411,,0 days 01:11:04.000000000,2020-10-02 10:37:39.198411,,4264,1680,0
973,46421798,4402598902,2020-10-02 09:26:40.198411,,0 days 01:15:46.000000000,2020-10-02 10:42:26.198411,,4546,973,0
2415,46251809,2284093727,2020-10-02 09:26:43.198411,,0 days 01:25:42.000000000,2020-10-02 10:52:25.198411,,5142,2415,0
2617,1496135468,558702081,2020-10-02 09:26:46.198411,,0 days 01:30:08.000000000,2020-10-02 10:56:54.198411,,5408,2617,0
1599,46424496,295693437,2020-10-02 09:26:46.198411,,0 days 01:22:11.000000000,2020-10-02 10:48:57.198411,,4931,1599,0
1113,46314836,46339885,2020-10-02 09:26:48.198411,,0 days 00:29:16.000000000,2020-10-02 09:56:04.198411,,1756,1113,0
2740,46473852,46337902,2020-10-02 09:26:52.198411,,0 days 01:38:11.000000000,2020-10-02 11:05:03.198411,,5891,2740,0
1203,1978342133,1205690119,2020-10-02 09:26:54.198411,,0 days 00:39:36.000000000,2020-10-02 10:06:30.198411,,2376,1203,0
199,46401453,46429483,2020-10-02 09:27:06.198411,,0 days 00:27:01.000000000,2020-10-02 09:54:07.198411,,1621,199,0
514,46506734,46424437,2020-10-02 09:27:18.198411,,0 days 01:24:16.000000000,2020-10-02 10:51:34.198411,,5056,514,0
2523,46312724,46424346,2020-10-02 09:27:20.198411,,0 days 01:24:50.000000000,2020-10-02 10:52:10.198411,,5090,2523,0
354,3803531910,46385483,2020-10-02 09:27:25.198411,,0 days 02:15:21.000000000,2020-10-02 11:42:46.198411,,8121,354,0
2125,2300133261,2020569119,2020-10-02 09:27:31.198411,,0 days 00:26:03.000000000,2020-10-02 09:53:34.198411,,1563,2125,0
2937,7191603163,2309504937,2020-10-02 09:27:35.198411,,0 days 00:48:34.000000000,2020-10-02 10:16:09.198411,,2914,2937,0
435,1715273753,46388666,2020-10-02 09:27:36.198411,,0 days 01:35:34.000000000,2020-10-02 11:03:10.198411,,5734,435,0
2009,2599727061,46358447,2020-10-02 09:27:45.198411,,0 days 00:46:52.000000000,2020-10-02 10:14:37.198411,,2812,2009,0
1794,46281143,7214022089,2020-10-02 09:27:47.198411,,0 days 01:40:34.000000000,2020-10-02 11:08:21.198411,,6034,1794,0
215,46365575,46436308,2020-10-02 09:27:54.198411,,0 days 00:51:07.000000000,2020-10-02 10:19:01.198411,,3067,215,0
295,46298145,46389218,2020-10-02 09:27:56.198411,,0 days 00:51:59.000000000,2020-10-02 10:19:55.198411,,3119,295,0
2323,46279373,46198185,2020-10-02 09:27:56.198411,,0 days 00:44:51.000000000,2020-10-02 10:12:47.198411,,2691,2323,0
2745,46358578,46440270,2020-10-02 09:28:01.198411,,0 days 01:20:44.000000000,2020-10-02 10:48:45.198411,,4844,2745,0
1509,46351183,46288517,2020-10-02 09:28:02.198411,,0 days 00:35:56.000000000,2020-10-02 10:03:58.198411,,2156,1509,0
3070,46397669,6653544422,2020-10-02 09:28:03.198411,,0 days 01:17:58.000000000,2020-10-02 10:46:01.198411,,4678,3070,0
201,46418254,46442357,2020-10-02 09:28:11.198411,,0 days 01:31:49.000000000,2020-10-02 11:00:00.198411,,5509,201,0
1152,5777055555,46380013,2020-10-02 09:28:12.198411,,0 days 00:24:20.000000000,2020-10-02 09:52:32.198411,,1460,1152,0
1116,46430021,46433739,2020-10-02 09:28:14.198411,,0 days 00:24:04.000000000,2020-10-02 09:52:18.198411,,1444,1116,0
1026,46535555,46391902,2020-10-02 09:28:17.198411,,0 days 01:43:08.000000000,2020-10-02 11:11:25.198411,,6188,1026,0
2497,1029673119,46380586,2020-10-02 09:28:19.198411,,0 days 00:45:47.000000000,2020-10-02 10:14:06.198411,,2747,2497,0
775,46422533,2020569181,2020-10-02 09:28:22.198411,,0 days 00:14:32.000000000,2020-10-02 09:42:54.198411,,872,775,0
518,46429483,46366452,2020-10-02 09:28:31.198411,,0 days 00:27:38.000000000,2020-10-02 09:56:09.198411,,1658,518,0
2322,6949114048,46342136,2020-10-02 09:28:34.198411,,0 days 00:10:18.000000000,2020-10-02 09:38:52.198411,,618,2322,0
2382,46481696,7602812910,2020-10-02 09:28:37.198411,,0 days 02:32:36.000000000,2020-10-02 12:01:13.198411,,9156,2382,0
2786,46454838,46330935,2020-10-02 09:28:38.198411,,0 days 01:10:03.000000000,2020-10-02 10:38:41.198411,,4203,2786,0
563,1447461289,5828012921,2020-10-02 09:28:45.198411,,0 days 01:49:52.000000000,2020-10-02 11:18:37.198411,,6592,563,0
1096,46442305,274971298,2020-10-02 09:28:50.198411,,0 days 00:38:04.000000000,2020-10-02 10:06:54.198411,,2284,1096,0
1301,46384721,46415641,2020-10-02 09:28:52.198411,,0 days 01:28:53.000000000,2020-10-02 10:57:45.198411,,5333,1301,0
976,5828012925,46439291,2020-10-02 09:28:56.198411,,0 days 01:23:54.000000000,2020-10-02 10:52:50.198411,,5034,976,0
2258,3185290447,46401975,2020-10-02 09:28:57.198411,,0 days 00:08:58.000000000,2020-10-02 09:37:55.198411,,538,2258,0
